ID,Type,SpellID,SpellID2,SpellID3,SpellID4,SpellID5,Quality1,Quality2,Quality3,Cost1,Cost2,Cost3,ClassType,ClassTypeID,TabType,TabTypeID,Name,Icon,Description,Description2,Anchor,Color,NodeType,PositionX,PositionY,SizeX,SizeY
400,Talent,11100,12353,812352,0,0,Normal,Normal,Normal,25,25,15,Mage,5,Fire,13,Flame Throwing,Spell_Fire_Flare,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
402,Talent,11103,12357,12358,0,0,Normal,Normal,Normal,20,20,15,Mage,5,Fire,13,Impact,Spell_Fire_MeteorStorm,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
403,Talent,11108,12349,12350,0,0,Normal,Normal,Normal,15,15,15,Mage,5,Fire,13,World in Flames,Ability_Mage_WorldInFlames,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
405,Talent,11115,11367,11368,0,0,Normal,Normal,Normal,35,35,20,Mage,5,Fire,13,Critical Mass,Spell_Nature_WispHeal,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
406,Talent,11119,11120,12846,12847,12848,Normal,Normal,Normal,15,15,10,Mage,5,Fire,13,Ignite,Spell_Fire_Incinerate,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
407,Talent,11124,12378,12398,12399,12400,Normal,Normal,Normal,35,35,10,Mage,5,Fire,13,Fire Power,Spell_Fire_Immolation,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
409,Talent,11070,12473,16763,0,0,Normal,Normal,Normal,10,10,10,Mage,5,Frost,12,Improved Frostbolt,Spell_Frost_FrostBolt02,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
410,Talent,11071,12496,12497,0,0,Normal,Normal,Normal,10,10,10,Mage,5,Frost,12,Frostbite,Spell_Frost_FrostArmor,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
411,Talent,11151,12952,12953,0,0,Normal,Normal,Normal,20,20,10,Mage,5,Frost,12,Piercing Ice,Spell_Frost_Frostbolt,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
412,Talent,31670,31672,55094,0,0,Normal,Normal,Normal,10,10,10,Mage,5,Frost,12,Ice Floes,Spell_Frost_IceFloes,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
413,Talent,11185,12487,12488,0,0,Normal,Normal,Normal,25,25,20,Mage,5,Frost,12,Improved Blizzard,Spell_Frost_IceStorm,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
414,Talent,11190,12489,12490,0,0,Normal,Normal,Normal,35,35,20,Mage,5,Frost,12,Improved Cone of Cold,Spell_Frost_Glacier,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
415,Talent,11175,12569,12571,0,0,Normal,Normal,Normal,15,15,10,Mage,5,Frost,12,Permafrost,Spell_Frost_Wisp,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
416,Talent,11160,12518,12519,0,0,Normal,Normal,Normal,20,20,10,Mage,5,Frost,12,Frost Channeling,Spell_Frost_Stun,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
417,Talent,11170,12982,12983,0,0,Normal,Normal,Normal,25,25,15,Mage,5,Frost,12,Shatter,Spell_Frost_FrostShock,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
418,Talent,11180,28592,28593,0,0,Normal,Normal,Normal,35,35,20,Mage,5,Frost,12,Winter's Chill,Spell_Frost_ChillingBlast,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
420,Talent,11189,28332,0,0,0,Normal,Normal,Normal,15,15,15,Mage,5,Frost,12,Frost Warding,Spell_Frost_FrostWard,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
423,Talent,11207,12672,15047,815048,815049,Normal,Normal,Normal,30,30,10,Mage,5,Frost,12,Ice Shards,Spell_Frost_IceShard,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
424,Talent,11210,12592,812592,0,0,Normal,Normal,Normal,25,25,15,Mage,5,Arcane,11,Arcane Subtlety,Spell_Holy_DispelMagic,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
425,Talent,11213,12574,12575,0,0,Normal,Normal,Normal,20,20,10,Mage,5,Arcane,11,Arcane Concentration,Spell_Shadow_ManaBurn,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
426,Talent,11222,12839,12840,0,0,Normal,Normal,Normal,10,10,10,Mage,5,Arcane,11,Alacrity,spell_arcane_rune,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
427,Talent,11232,12500,12501,0,0,Normal,Normal,Normal,30,30,20,Mage,5,Arcane,11,Arcane Mind,Spell_Shadow_Charm,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
428,Talent,11237,12463,12464,0,0,Normal,Normal,Normal,15,15,10,Mage,5,Arcane,11,Arcane Stability,Spell_Nature_StarFall,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
429,Talent,11242,12467,12469,0,0,Normal,Normal,Normal,15,15,10,Mage,5,Arcane,11,Spell Impact,Spell_Nature_WispSplode,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
430,Talent,411003,411004,411005,0,0,Normal,Normal,Normal,50,50,30,Mage,5,Arcane,11,Improved Polymorph,Spell_Nature_Polymorph,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
431,Talent,11252,12605,0,0,0,Normal,Normal,Normal,25,25,20,Mage,5,Arcane,11,Arcane Shielding,Spell_Shadow_DetectLesserInvisibility,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
432,Talent,28574,54658,54659,0,0,Normal,Normal,Normal,15,15,10,Mage,5,Arcane,11,Arcane Fortitude,Spell_Arcane_ArcaneResilience,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
435,Talent,11255,12598,811255,0,0,Normal,Normal,Normal,25,25,20,Mage,5,Arcane,11,Improved Counterspell,Spell_Frost_IceShock,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
436,Talent,12834,12849,12867,0,0,Normal,Normal,Normal,20,20,10,Warrior,3,Arms,6,Deep Wounds,Ability_BackStab,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
437,Talent,12281,12812,12813,12814,12815,Normal,Normal,Normal,30,30,20,Warrior,3,Arms,6,Sword Specialization,INV_Sword_27,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
438,Talent,12282,12663,12664,0,0,Normal,Normal,Normal,10,10,10,Warrior,3,Arms,6,Improved Heroic Strike,Ability_Rogue_Ambush,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
439,Talent,12284,12701,12702,12703,12704,Normal,Normal,Normal,30,30,20,Warrior,3,Arms,6,Mace Specialization,INV_Mace_01,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
440,Talent,12285,12697,812285,0,0,Normal,Normal,Normal,15,15,10,Warrior,3,Arms,6,Improved Charge,Ability_Warrior_Charge,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
441,Talent,12286,12658,0,0,0,Normal,Normal,Normal,10,10,10,Warrior,3,Arms,6,Improved Rend,Ability_Gouge,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
442,Talent,12295,12676,12677,0,0,Normal,Normal,Normal,15,15,10,Warrior,3,Arms,6,Tactical Mastery,Spell_Nature_EnchantArmor,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
443,Talent,12289,12668,23695,0,0,Normal,Normal,Normal,35,35,20,Warrior,3,Arms,6,Improved Hamstring,Ability_ShockWave,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
444,Talent,16462,16463,16464,0,0,Normal,Normal,Normal,10,10,10,Warrior,3,Arms,6,Deflection,Ability_Parry,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
445,Talent,12290,12963,0,0,0,Normal,Normal,Normal,20,20,15,Warrior,3,Arms,6,Improved Overpower,INV_Sword_05,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
446,Talent,12700,12781,12783,12784,12785,Normal,Normal,Normal,30,30,20,Warrior,3,Arms,6,Poleaxe Specialization,INV_Axe_06,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
448,Talent,20504,20505,0,0,0,Normal,Normal,Normal,50,50,35,Warrior,3,Arms,6,Weapon Mastery,Ability_Warrior_WeaponMastery,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
450,Talent,12163,12711,12712,0,0,Normal,Normal,Normal,25,25,15,Warrior,3,Arms,6,Two-Handed Weapon Specialization,INV_Axe_09,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
451,Talent,12296,812296,812297,0,0,Normal,Normal,Normal,20,20,10,Warrior,3,Arms,6,Anger Management,Spell_Holy_BlessingOfStamina,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
452,Talent,12297,12750,12751,12752,12753,Normal,Normal,Normal,15,15,10,Warrior,3,Protection,7,Anticipation,Spell_Nature_MirrorImage,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
453,Talent,12299,12761,12762,0,0,Normal,Normal,Normal,20,20,10,Warrior,3,Protection,7,Firm Grip,Ability_Warrior_ShieldGuard,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
454,Talent,12287,12665,12666,0,0,Normal,Normal,Normal,10,10,10,Warrior,3,Protection,7,Improved Thunder Clap,Ability_ThunderClap,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
455,Talent,12301,12818,0,0,0,Normal,Normal,Normal,10,10,10,Warrior,3,Protection,7,Improved Bloodrage,Ability_Racial_BloodRage,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
456,Talent,50685,50686,50687,0,0,Normal,Normal,Normal,15,15,10,Warrior,3,Protection,7,Incite,Ability_Warrior_Incite,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
457,Talent,12308,12810,12811,0,0,Normal,Normal,Normal,25,25,15,Warrior,3,Protection,7,Puncture,Ability_Warrior_Sunder,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
458,Talent,12797,12799,0,0,0,Normal,Normal,Normal,20,20,15,Warrior,3,Protection,7,Improved Revenge,Ability_Warrior_Revenge,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
460,Talent,12311,12958,812961,0,0,Normal,Normal,Normal,30,30,30,Warrior,3,Protection,7,Gag Order,Ability_Warrior_ShieldBash,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
461,Talent,12312,12803,812803,0,0,Normal,Normal,Normal,30,30,30,Warrior,3,Protection,7,Improved Disciplines,Ability_Warrior_ShieldWall,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
462,Talent,12313,12804,0,0,0,Normal,Normal,Normal,25,25,20,Warrior,3,Protection,7,Improved Disarm,Ability_Warrior_Disarm,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
465,Talent,12318,12857,0,0,0,Normal,Normal,Normal,20,20,15,Warrior,3,Fury,5,Commanding Presence,Spell_Nature_FocusedMind,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
466,Talent,12317,13045,13046,13047,13048,Normal,Normal,Normal,25,25,15,Warrior,3,Fury,5,Enrage,Spell_Shadow_UnholyFrenzy,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
467,Talent,12319,12971,12972,0,0,Normal,Normal,Normal,35,35,15,Warrior,3,Fury,5,Shredding Blows,Ability_GhoulFrenzy,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
468,Talent,12320,12852,12853,12855,12856,Normal,Normal,Normal,10,10,10,Warrior,3,Fury,5,Cruelty,Ability_Rogue_Eviscerate,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
469,Talent,12321,12835,0,0,0,Normal,Normal,Normal,10,10,10,Warrior,3,Fury,5,Booming Voice,Spell_Nature_Purge,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
470,Talent,12322,12999,0,0,0,Normal,Normal,Normal,15,15,10,Warrior,3,Fury,5,Unbridled Wrath,Spell_Nature_StoneClawTotem,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
472,Talent,12324,12876,12877,0,0,Normal,Normal,Normal,15,15,15,Warrior,3,Fury,5,Improved Victory Rush,Ability_Warrior_Devastate,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
474,Talent,12329,12950,20496,0,0,Normal,Normal,Normal,20,20,20,Warrior,3,Fury,5,Improved Cleave,Ability_Warrior_Cleave,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
476,Talent,13705,13832,13843,13844,13845,Normal,Normal,Normal,15,15,10,Rogue,4,Combat,8,Accuracy,Ability_Marksmanship,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
477,Talent,13706,13804,13805,13806,13807,Normal,Normal,Normal,20,20,10,Rogue,4,Combat,8,Close Quarters Combat,INV_Weapon_ShortBlade_05,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
478,Talent,13709,13800,13801,13802,13803,Normal,Normal,Normal,30,30,20,Rogue,4,Combat,8,Mace Specialization,inv_mace_02,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
479,Talent,13712,13788,13789,0,0,Normal,Normal,Normal,45,45,25,Rogue,4,Combat,8,Quick Reflexes,Spell_Nature_Invisibilty,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
480,Talent,13713,13853,13854,0,0,Normal,Normal,Normal,15,15,10,Rogue,4,Combat,8,Deflection,Ability_Parry,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
481,Talent,13732,13863,0,0,0,Normal,Normal,Normal,10,10,10,Rogue,4,Combat,8,Improved Sinister Strike,Spell_Shadow_RitualOfSacrifice,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
482,Talent,13741,13793,0,0,0,Normal,Normal,Normal,10,10,10,Rogue,4,Combat,8,Improved Gouge,Ability_Gouge,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
483,Talent,13742,13872,0,0,0,Normal,Normal,Normal,20,20,10,Rogue,4,Combat,8,Endurance,Spell_Shadow_ShadowWard,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
485,Talent,13754,13867,0,0,0,Normal,Normal,Normal,25,25,20,Rogue,4,Combat,8,Improved Kick,Ability_Kick,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
486,Talent,13715,13848,13849,13851,13852,Normal,Normal,Normal,10,10,10,Rogue,4,Combat,8,Dual Wield Specialization,Ability_DualWield,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
487,Talent,13743,13875,813875,0,0,Normal,Normal,Normal,25,25,20,Rogue,4,Combat,8,Improved Sprint,Ability_Rogue_Sprint,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
489,Talent,13958,13970,13971,0,0,Normal,Normal,Normal,10,10,10,Rogue,4,Subtlety,9,Master of Deception,Spell_Shadow_Charm,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
490,Talent,13960,13961,13962,0,0,Normal,Normal,Normal,30,30,20,Rogue,4,Combat,8,Hack and Slash,INV_Sword_27,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
491,Talent,13975,14062,14063,0,0,Normal,Normal,Normal,15,15,15,Rogue,4,Subtlety,9,Camouflage,Ability_Stealth,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
492,Talent,13976,13979,13980,0,0,Normal,Normal,Normal,25,25,20,Rogue,4,Subtlety,9,Initiative,Spell_Shadow_Fumble,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
493,Talent,13983,14070,14071,0,0,Normal,Normal,Normal,25,25,15,Rogue,4,Subtlety,9,Setup,Spell_Nature_MirrorImage,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
494,Talent,13981,14066,0,0,0,Normal,Normal,Normal,20,20,20,Rogue,4,Subtlety,9,Elusiveness,Spell_Magic_LesserInvisibilty,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
495,Talent,14057,14072,0,0,0,Normal,Normal,Normal,10,10,10,Rogue,4,Subtlety,9,Opportunity,Ability_Warrior_WarCry,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
496,Talent,14076,14094,814094,0,0,Normal,Normal,Normal,15,15,15,Rogue,4,Subtlety,9,Dirty Tricks,Ability_Sap,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
497,Talent,14079,14080,0,0,0,Normal,Normal,Normal,25,25,20,Rogue,4,Subtlety,9,Out of Nowhere,Ability_Rogue_Ambush,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
498,Talent,14082,14083,0,0,0,Normal,Normal,Normal,30,30,20,Rogue,4,Subtlety,9,Dirty Deeds,Spell_Shadow_SummonSuccubus,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
499,Talent,14113,14114,14115,14116,14117,Normal,Normal,Normal,25,25,25,Rogue,4,Assassination,10,Improved Poisons,Ability_Poisons,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
500,Talent,14128,14132,14135,0,0,Normal,Normal,Normal,20,20,10,Rogue,4,Assassination,10,Lethality,Ability_CriticalStrike,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
501,Talent,14138,14139,14140,14141,14142,Normal,Normal,Normal,10,10,10,Rogue,4,Assassination,10,Malice,Ability_Racial_BloodRage,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
502,Talent,14144,14148,0,0,0,Normal,Normal,Normal,10,10,10,Rogue,4,Assassination,10,Remorseless Attacks,Ability_FiegnDead,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
503,Talent,14156,14160,14161,0,0,Normal,Normal,Normal,15,15,10,Rogue,4,Assassination,10,Ruthlessness,Ability_Druid_Disembowel,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
504,Talent,14158,14159,0,0,0,Normal,Normal,Normal,35,35,20,Rogue,4,Assassination,10,Murder,Spell_Shadow_DeathScream,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
505,Talent,14162,14163,14164,0,0,Normal,Normal,Normal,10,10,10,Rogue,4,Assassination,10,Improved Eviscerate,Ability_Rogue_Eviscerate,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
506,Talent,13733,13865,13866,0,0,Normal,Normal,Normal,15,15,10,Rogue,4,Assassination,10,Puncturing Wounds,Ability_BackStab,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
507,Talent,14168,14169,0,0,0,Normal,Normal,Normal,20,20,15,Rogue,4,Assassination,10,Improved Expose Armor,Ability_Warrior_Riposte,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
508,Talent,14174,14175,0,0,0,Normal,Normal,Normal,30,30,30,Rogue,4,Assassination,10,Improved Kidney Shot,Ability_Rogue_KidneyShot,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
510,Talent,58426,858428,0,0,0,Normal,Normal,Normal,40,40,20,Rogue,4,Assassination,10,Overkill,Ability_Hunter_RapidKilling,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
511,Talent,14186,14190,14193,0,0,Normal,Normal,Normal,35,35,20,Rogue,4,Assassination,10,Seal Fate,Spell_Shadow_ChillTouch,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
515,Talent,14531,14774,0,0,0,Normal,Normal,Normal,15,15,10,Priest,6,Discipline,16,Martyrdom,Spell_Nature_Tranquility,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
517,Talent,14520,14780,14781,0,0,Normal,Normal,Normal,25,25,15,Priest,6,Discipline,16,Mental Agility,Ability_Hibernation,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
518,Talent,14522,14788,14789,14790,14791,Normal,Normal,Normal,10,10,10,Priest,6,Discipline,16,Unbreakable Will,Spell_Magic_MageArmor,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
519,Talent,14748,14768,14769,0,0,Normal,Normal,Normal,20,20,15,Priest,6,Discipline,16,Improved Power Word: Shield,Spell_Holy_PowerWordShield,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
520,Talent,14749,14767,0,0,0,Normal,Normal,Normal,15,15,10,Priest,6,Discipline,16,Improved Power Word: Fortitude,Spell_Holy_WordFortitude,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
521,Talent,14747,14770,14771,0,0,Normal,Normal,Normal,15,15,15,Priest,6,Discipline,16,Improved Inner Fire,Spell_Holy_InnerFire,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
522,Talent,14521,14776,14777,0,0,Normal,Normal,Normal,20,20,10,Priest,6,Discipline,16,Meditation,Spell_Nature_Sleep,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
524,Talent,14750,14772,0,0,0,Normal,Normal,Normal,25,25,25,Priest,6,Discipline,16,Improved Mana Burn,Spell_Shadow_ManaBurn,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
525,Talent,63574,863574,0,0,0,Normal,Normal,Normal,30,30,20,Priest,6,Discipline,16,Soul Warding,Spell_Holy_PureOfHeart,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
526,Talent,14523,14784,14785,0,0,Normal,Normal,Normal,15,15,15,Priest,6,Discipline,16,Silent Resolve,Spell_Nature_ManaRegenTotem,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
527,Talent,14892,15362,15363,0,0,Normal,Normal,Normal,20,20,10,Priest,6,Holy,14,Inspiration,Spell_Holy_LayOnHands,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
529,Talent,14983,814983,0,0,0,Normal,Normal,Normal,20,20,10,Rogue,4,Assassination,10,Vigor,Spell_Nature_EarthBindTotem,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
530,Talent,14889,15008,15009,15010,15011,Normal,Normal,Normal,30,30,10,Priest,6,Holy,14,Holy Focus,ability_priest_holybolts01,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
531,Talent,14901,15028,15029,15030,15031,Normal,Normal,Normal,30,30,10,Priest,6,Holy,14,Spiritual Guidance,Spell_Holy_SpiritualGuidence,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
532,Talent,14909,15017,150171,150172,150173,Normal,Normal,Normal,10,10,10,Priest,6,Holy,14,Searing Light,Spell_Holy_SearingLightPriest,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
533,Talent,14898,15349,15354,15355,15356,Normal,Normal,Normal,35,35,10,Priest,6,Holy,14,Spiritual Healing,Spell_Nature_MoonGlow,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
534,Talent,14908,15020,17191,0,0,Normal,Normal,Normal,10,10,10,Priest,6,Holy,14,Improved Renew,Spell_Holy_Renew,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
535,Talent,14912,15013,15014,0,0,Normal,Normal,Normal,15,15,10,Priest,6,Holy,14,Improved Healing,Spell_Holy_Heal02,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
536,Talent,14913,15012,215012,0,0,Normal,Normal,Normal,15,15,10,Priest,6,Holy,14,Healing Focus,Spell_Holy_HealingFocus,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
537,Talent,27900,27901,27902,0,0,Normal,Normal,Normal,15,15,10,Priest,6,Holy,14,Spell Warding,Spell_Holy_SpellWarding,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
538,Talent,14911,15018,0,0,0,Normal,Normal,Normal,30,30,20,Priest,6,Holy,14,Healing Prayers,Spell_Holy_PrayerOfHealing02,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
539,Talent,15058,15059,15060,0,0,Normal,Normal,Normal,35,35,20,Mage,5,Arcane,11,Arcane Instability,Spell_Shadow_Teleport,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
541,Talent,15257,15331,15332,0,0,Normal,Normal,Normal,25,25,10,Priest,6,Shadow,15,Shadow Weaving,Spell_Shadow_BlackPlague,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
542,Talent,15259,15307,15308,0,0,Normal,Normal,Normal,10,10,10,Priest,6,Shadow,15,Darkness,Spell_Shadow_Twilight,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
