RegisterMessageHandler(0x102C4590) calls: 349
opcode  handler       name
0x5BD  0x1013A830  SMSG_UPDATE_CHALLENGE_CRITERIA
0x5BE  0x101387C0  SMSG_CHALLENGE_SYNC_REQUEST
0x5C0  0x1008C2B0  SMSG_GROUP_FINDER_REQUEST_GROUP_INVITE
0x5C3  0x100FDE70  CMSG_CHALLENGE_QUERY_FAILURE
0x5C5  0x100FE540  SMSG_CHALLENGE_FAILURE
0x5C7  0x101376B0  SMSG_TOGGLE_GAME_MODE_RESULT
0x5C8  0x10136C40  SMSG_CHALLENGE_ACTIVE_UPDATE
0x5CA  0x10123C10  SMSG_CHALLENGE_CREATOR_SAVE_CHALLENGE_RESULT
0x5CB  0x10122780  CMSG_CHALLENGE_CREATOR_DELETE_CHALLENGE
0x5CC  0x1031ECA0  SMSG_CHALLENGE_CREATOR_DELETE_CHALLENGE_RESULT
0x5D3  0x10304A00  SMSG_CHALLENGE_CREATOR_ACTIVE_CHALLENGE_UPDATE
0x5D5  0x10303630  SMSG_PATCH_CHALLENGE_FEATURED
0x5DB  0x103042F0  SMSG_PATCH_CHALLENGE_SPELL
0x5DD  0x10302FD0  SMSG_UPDATE_BROKEN_CHALLENGE_RULE
0x5DF  0x10304FE0  SMSG_PATCH_CHALLENGE_RULE_TYPE
0x5E1  0x10303C90  CMSG_CHALLENGE_CREATOR_RATE_CHALLENGE
0x5E3  0x10304710  CMSG_BATTLEMASTER_JOIN_ARENA_WITH_ROLE
0x5E5  0x10303300  SMSG_BUILD_CREATOR_ACTIVATE_BUILD_RESULT
0x5E7  0x10304CF0  SMSG_BUILD_CREATOR_DEACTIVATE_BUILD_RESULT
0x5E9  0x10303960  SMSG_CHALLENGE_QUERY_COMPLETION_RESPONSE
0x5F3  0x101E0570  SMSG_RECOVERY_QUERY_DISENCHANTED_ITEM_RESPONSE
0x5F4  0x101E39A0  CMSG_RECOVER_DISENCHANTED_ITEM
0x5F5  0x102FD3E0  SMSG_RECOVER_DISENCHANTED_ITEM_RESULT
0x5F7  0x102FD410  SMSG_RECOVERY_QUERY_DELETED_CHARACTER_RESPONSE
0x5F8  0x10228B40  CMSG_RECOVER_DELETED_CHARACTER
0x5F9  0x102E93F0  SMSG_RECOVER_DELETED_CHARACTER_RESULT
0x5FA  0x102E79F0  CMSG_RECOVERY_QUERY_VENDORED_ITEM
0x5FB  0x102E9310  SMSG_RECOVERY_QUERY_VENDORED_ITEM_RESPONSE
0x5FC  0x102E9460  CMSG_RECOVER_VENDORED_ITEM
0x5FD  0x102E9590  SMSG_RECOVER_VENDORED_ITEM_RESULT
0x5FE  0x102E94B0  CMSG_RECOVERY_QUERY_DELETED_ITEM
0x5FF  0x102F2D40  SMSG_RECOVERY_QUERY_DELETED_ITEM_RESPONSE
0x600  0x102F2D10  CMSG_RECOVER_DELETED_ITEM
0x602  0x102F2280  CMSG_RECOVERY_QUERY_MYTHIC_RECYCLING
0x604  0x102E9040  CMSG_RECOVER_MYTHIC_RECYCLING
0x606  0x102E7D70  CMSG_TAXI_REQUEST_EARLY_LANDING
0x609  0x102E81A0  SMSG_REALM_MERGE_SEND_TARGET_REALM
0x60B  0x102E7AA0  SMSG_REALM_MERGE_SET_TARGET_REALM_RESULT
0x60D  0x102F2610  SMSG_UPDATE_KNOWN_RANDOM_ENCHANTS
0x612  0x102E8EE0  SMSG_UPDATE_RANDOM_ENCHANT_SLOT
0x614  0x102E82E0  SMSG_UPDATE_ACTIVE_RANDOM_ENCHANT_PRESET
0x616  0x102F2960  CMSG_REFORGE_RANDOM_ENCHANT_ITEM
0x618  0x102E8040  CMSG_COLLECTION_REFORGE_RANDOM_ENCHANT_ITEM
0x619  0x102E8790  SMSG_COLLECTION_REFORGE_RANDOM_ENCHANT_RESULT
0x61E  0x10A30DD0  SMSG_APPLY_RANDOM_ENCHANT_RESULT
0x621  0x10A30260  CMSG_REFORGE_RANDOM_ENCHANT_SLOT
0x623  0x102F44B0  CMSG_APPLY_RANDOM_ENCHANT_SLOT
0x624  0x102F4AB0  CMSG_PURCHASE_MYSTIC_SCROLL
0x625  0x102F4660  SMSG_PURCHASE_MYSTIC_SCROLL_RESULT
0x627  0x100FE1D0  SMSG_INSPECT_RANDOM_ENCHANTS_RESULT
0x629  0x100FFAF0  SMSG_UNLOCK_RANDOM_ENCHANT_PRESET_RESULT
0x62B  0x100FEDC0  SMSG_DESTROY_RANDOM_ENCHANT_SLOT_RESULT
0x62D  0x100FE6A0  CMSG_CREATURE_QUERY_BULK
0x62F  0x100FF530  CMSG_QUEST_QUERY_BULK
0x631  0x100FF200  SMSG_WILDCARD_UNLEARN_ABILITY_RESULT
0x632  0x100FDFD0  CMSG_RESET_DUNGEONS
0x633  0x100FE150  CMSG_RESET_RAIDS
0x634  0x100FEC40  SMSG_WILDCARD_ENTRY_LEARNED
0x635  0x10100000  CMSG_SET_SKILL_CARD
0x636  0x10110D90  SMSG_SET_SKILL_CARD_RESULT
0x637  0x10110870  SMSG_UPDATE_SKILL_CARDS
0x638  0x101111E0  SMSG_UPDATE_SKILL_CARD
0x639  0x10110340  CMSG_BUILD_CREATOR_CREATE_BUILD
0x63B  0x101103D0  CMSG_BUILD_CREATOR_SAVE_BUILD
0x63C  0x101106C0  SMSG_BUILD_CREATOR_SAVE_BUILD_RESULT
0x63D  0x10110550  CMSG_BUILD_CREATOR_RATE_BUILD
0x644  0x10A30BB0  SMSG_BUILD_CREATOR_REQUEST_BUILD_DATA_RESULT
0x646  0x10A30A50  SMSG_BUILD_CREATOR_ACTIVE_BUILDS
0x647  0x101E2F10  SMSG_BUILD_CREATOR_OWNED_BUILDS
0x648  0x1031B3F0  SMSG_BUILD_CREATOR_UPVOTED_BUILDS
0x649  0x1031B050  SMSG_BUILD_DRAFT_UPDATE_DRAFTABLES
0x64A  0x101DD650  SMSG_BUILD_DRAFT_UPDATE_DRAFTABLE
0x64C  0x10A308F0  SMSG_BUILD_DRAFT_ROLE_PROMPT
0x64F  0x10325AC0  SMSG_BUILD_DRAFT_UPDATE_COMPLETED_BUILDS
0x650  0x10266530  SMSG_BUILD_DRAFT_UPDATE_COMPLETED_BUILD
0x652  0x102A1A10  SMSG_ASCENSIONGM_TICKET_HISTORY_LIST
0x653  0x1031A600  SMSG_RECOLOR_COLLECTION_LIST
0x654  0x1031A290  SMSG_RECOLOR_COLLECTION_ADDED
0x655  0x1031A850  SMSG_RECOLOR_COLLECTION_REMOVED
0x657  0x1031A0A0  SMSG_WILDCARD_ROLL_ABILITIES_RESULT
0x659  0x101705E0  SMSG_WILDCARD_RESET_ABILITIES_RESULT
0x65B  0x10170DC0  SMSG_SKILL_CARD_COLLECTION_LIST
0x65C  0x10A500D0  SMSG_SKILL_CARD_COLLECTED
0x65D  0x102A36F0  SMSG_PATCH_CHARACTER_ADVANCEMENT
0x65E  0x102A2990  CMSG_WILDCARD_REROLL_UNLOCKED_STARTING_ABILITIES
0x65F  0x102A2CF0  SMSG_WILDCARD_REROLL_UNLOCKED_STARTING_ABILITIES_RESULT
0x660  0x102A1E90  SMSG_INITIAL_ITEM_COOLDOWNS
0x661  0x101102C0  SMSG_OVERRIDE_SKYBOX
0x662  0x10322EE0  CMSG_ENTER_MANASTORM
0x663  0x10139200  SMSG_ENTER_MANASTORM_RESULT
0x664  0x10139440  SMSG_PENDING_SKILL_CARD_LIST
0x666  0x102A1D40  SMSG_PENDING_SKILL_CARD_REMOVED
0x668  0x10A4F5C0  SMSG_CLAIM_PENDING_SKILL_CARD_RESULT
0x669  0x10A4FD70  CMSG_CHARACTER_ADVANCEMENT_LOCK_ENTRY
0x66B  0x1031AD50  CMSG_CHARACTER_ADVANCEMENT_UNLOCK_ENTRY
0x66C  0x1031A1F0  SMSG_CHARACTER_ADVANCEMENT_UNLOCK_ENTRY_RESULT
0x66D  0x100D3F80  SMSG_UPDATE_QUEST_ICON
0x66E  0x1033C2C0  SMSG_MANASTORM_UPDATE_MAX_COMPLETED_LEVEL
0x66F  0x1033C8A0  SMSG_MANASTORM_COMPLETED_LEVEL
0x670  0x1033CB60  SMSG_MANASTORM_DATA
0x672  0x10A4F4D0  SMSG_BUILD_DRAFT_PICK_PROMPT
0x673  0x10A121E0  SMSG_OVERRIDE_SPELL_VISUAL
0x674  0x10A12210  SMSG_PATCH_CHALLENGE_MODIFIER
0x675  0x10A4F0C0  SMSG_PATCH_CHALLENGE_MODIFIER_TYPE
0x676  0x1025AD00  CMSG_LEAVE_MANASTORM
0x677  0x10139100  SMSG_LEAVE_MANASTORM_RESULT
0x678  0x1021A9B0  CMSG_SET_LEVEL_SCALING
0x67A  0x10A4F9A0  SMSG_UPDATE_GOSSIP_ICON
0x67B  0x102A2F40  CMSG_PURCHASE_SEALED_CARD
0x67D  0x102A3F40  SMSG_PATCH_SEALED_CARD_COSTS
0x67E  0x102A3B50  SMSG_LFG_UPDATE_CUSTOM
0x67F  0x102A28D0  SMSG_PATCH_TOKEN_TYPES
0x680  0x1021A4D0  SMSG_TOKEN_LIST
0x681  0x1021A8A0  SMSG_TOKEN_UPDATE
0x683  0x103052D0  SMSG_PLAYER_DATA
0x685  0x10303FC0  SMSG_AURA_UPDATE_ALL_ADDON
0x686  0x101E36B0  SMSG_GROUP_CONNECTION_UPDATE
0x687  0x100D45A0  SMSG_PATCH_GLOBAL_STRINGS
0x688  0x102A3040  SMSG_PATCH_CHALLENGE_LEVELS
0x68A  0x102A4080  CMSG_SET_LOOT_SPECIALIZATION
0x68B  0x102A4460  SMSG_SET_LOOT_SPECIALIZATION
0x68C  0x102A3FF0  SMSG_MANASTORM_FAIL
0x68D  0x102A3E60  CMSG_STABLE_DELETE_PET
0x68E  0x10A4FA40  SMSG_PATCH_MANASTORM
0x68F  0x10A4FDD0  SMSG_PATCH_MANASTORM_MESSAGES
0x691  0x101DCA00  SMSG_PATCH_ZONE_LIGHT
0x692  0x101DCED0  SMSG_PATCH_ZONE_LIGHT_POINT
0x693  0x101E1AB0  SMSG_PATCH_SPELL_ADDON
0x694  0x101E5400  SMSG_TALKING_HEAD_FRAME
0x695  0x101E5490  SMSG_MANASTORM_LOADOUT_DATA
0x696  0x101E5520  CMSG_SET_MANASTORM_LOADOUT_SLOT
0x698  0x100C4A50  SMSG_UPDATE_MANASTORM_LOADOUT_SLOT
0x699  0x100C4480  SMSG_PATCH_MANASTORM_PLAYER_GROUP_MODIFIERS
0x69A  0x100C41E0  SMSG_PATCH_MANASTORM_MODIFIERS
0x69B  0x100C4380  SMSG_SIGNAL_EVENT
0x69C  0x100C4930  SMSG_UPDATE_INSTANCE_ENCOUNTER_STATE
0x69D  0x100C4530  SMSG_PATCH_APPEARANCE_CATEGORIES
0x69F  0x100C5320  SMSG_PATCH_ITEM_APPEARANCES
0x6A1  0x100C4F70  SMSG_PATCH_UI_CAMERA_APPEARANCE_WEAPONS
0x6A2  0x100C4D50  SMSG_PATCH_UI_CAMERAS
0x6A4  0x101E4360  SMSG_APPLY_APPEARANCES_RESULT
0x6A5  0x101E4EA0  SMSG_APPEARANCE_COLLECTION_INFO
0x6A6  0x101E4B80  SMSG_APPEARANCE_ACTIVE_INFO
0x6A7  0x101E4CF0  SMSG_APPEARANCE_ADDED
0x6A9  0x101DD0B0  SMSG_APPEARANCE_OUTFIT_INFO
0x6AA  0x10226FF0  CMSG_SAVE_APPEARANCE_OUTFIT
0x6AB  0x10A38A30  SMSG_SAVE_APPEARANCE_OUTFIT_RESULT
0x6AC  0x101E44C0  CMSG_DELETE_APPEARANCE_OUTFIT
0x6AD  0x102A30C0  SMSG_DELETE_APPEARANCE_OUTFIT_RESULT
0x6AF  0x10A17910  CMSG_SET_CAN_SEE_APPEARANCES
0x6B0  0x10A18A10  SMSG_PATCH_TUTORIAL_CATEGORIES
0x6B1  0x10A18AA0  SMSG_PATCH_TUTORIAL
0x6B2  0x101E5360  SMSG_PATCH_TUTORIAL_OBJECTIVE_TYPES
0x6B4  0x102253C0  CMSG_CLAIM_TUTORIAL_REWARDS
0x6B6  0x10A38630  SMSG_HAND_OF_FATE_REWARDS_LIST
0x6B7  0x10225780  SMSG_SCROLL_OF_FORTUNE_REWARDS_LIST
0x6B8  0x10A388A0  SMSG_PATCH_TUTORIAL_KEYWORDS
0x6BA  0x101A5590  SMSG_CLAIM_TUTORIAL_REWARDS_RESULT
0x6BC  0x101A5440  SMSG_TUTORIAL_REWARDED
0x6BD  0x101A51A0  SMSG_PATCH_TUTORIAL_REWARDS
0x6BE  0x101E4200  CMSG_COLLECT_HAND_OF_FATE_REWARDS
0x6BF  0x101E2BA0  SMSG_COLLECT_HAND_OF_FATE_REWARDS_RESULT
0x6C0  0x101E3BD0  CMSG_COLLECT_SCROLL_OF_FORTUNE_REWARDS
0x6C1  0x101E40C0  SMSG_COLLECT_SCROLL_OF_FORTUNE_REWARDS_RESULT
0x6C4  0x10A18800  CMSG_QUERY_CUSTOM_STORE
0x6C5  0x101E21D0  SMSG_QUERY_CUSTOM_STORE_RESULT
0x6C7  0x10A17640  SMSG_PURCHASE_CUSTOM_STORE_ITEM_RESULT
0x6C9  0x10A184E0  SMSG_PATCH_SUPER_TRACK
0x6CA  0x10A17A70  SMSG_PATCH_QUEST_SUPER_TRACK
0x6CC  0x10A17C00  SMSG_PATCH_SPELL_TAGS
0x6CE  0x101E3A70  SMSG_TOGGLE_MENTOR_STATUS_RESULT
0x6D2  0x101E3B20  CMSG_REMOVE_MENTOR_SPECIALIZATION
0x6D4  0x101DF0C0  SMSG_MENTOR_SPECIALIZATIONS_LIST
0x6D5  0x101DEB70  CMSG_QUERY_MENTOR_WHOIS
0x6D6  0x101DF460  SMSG_QUERY_MENTOR_WHOIS_RESULT
0x6D7  0x101E0230  SMSG_PATCH_SPELL_SPELL_SUGGESTIONS
0x6D8  0x101E0300  SMSG_PATCH_SPELL_STAT_SUGGESTIONS
0x6D9  0x101E1150  SMSG_PATCH_CHARACTER_CREATION_ARCHETYPE_ROLES
0x6DA  0x101E0FE0  SMSG_PATCH_CHARACTER_CREATION_ARCHETYPE_CATEGORIES
0x6DB  0x101E0F40  SMSG_PATCH_CHARACTER_CREATION_ARCHETYPES
0x6DC  0x101E0EA0  SMSG_PATCH_CHARACTER_CREATION_PET_DETAILS
0x6DE  0x1031AC00  SMSG_PATCH_COLLECTOR_CACHE_TYPES
0x6E2  0x1016FE70  CMSG_PURCHASE_SEALED_CARD_BOOSTER_PACK
0x6E3  0x101DF010  SMSG_PURCHASE_SEALED_CARD_BOOSTER_PACK_RESULT
0x6E5  0x10114EF0  SMSG_OPEN_COLLECTOR_CACHE_RESULT
0x6E8  0x10A4F490  SMSG_PATCH_CHARACTER_CREATION_ARCHETYPE_DETAILS
0x6E9  0x10A4F4B0  CMSG_CHAT_INFRACTION_ACKNOWLEDGE
0x6EB  0x100C4DA0  SMSG_MOVE_DISABLE_TURN_WHILE_FALLING
0x6EC  0x101E1D50  SMSG_MOVE_ENABLE_TURN_WHILE_FALLING
0x6ED  0x101DCD30  CMSG_COLLECT_ITEM_APPEARANCE
0x6EE  0x10A30820  SMSG_COLLECT_ITEM_APPEARANCE_RESULT
0x6EF  0x10A31130  SMSG_PATCH_ITEM_SET_APPEARANCES
0x6F0  0x10A34860  SMSG_PATCH_APPEARANCE_DETAILS
0x6F4  0x10A3A0D0  CMSG_REPURCHASE_WILDCARD_ROLLS
0x6F5  0x101E2C50  CMSG_REPURCHASE_WILDCARD_ABILITY_ROLLS
0x6F6  0x101E3430  CMSG_REPURCHASE_WILDCARD_TALENT_ROLLS
0x6F7  0x1032E380  SMSG_REPURCHASE_WILDCARD_ROLLS_RESULT
0x6F8  0x1032E270  SMSG_PATCH_SCREEN_LOCATIONS
0x6F9  0x1032E550  SMSG_PATCH_SPELL_ACTIVATION_OVERLAYS
0x6FA  0x101E2680  SMSG_LIST_KNOWN_STORE_COLLECTION_ITEMS
0x6FB  0x1020C190  SMSG_ADD_KNOWN_STORE_COLLECTION_ITEM
0x6FC  0x101E1440  SMSG_REMOVE_KNOWN_STORE_COLLECTION_ITEM
0x6FE  0x10294970  SMSG_PATCH_GAMEOBJECT_DISPLAY_INFO_ADDON
0x701  0x10253DD0  SMSG_QUERY_INSTANCE_BINDS_RESULT
0x702  0x10253EC0  CMSG_ITEM_STAT_QUERY
0x704  0x10253A30  SMSG_PLAYER_GM_TICKET_INFO
0x706  0x10253800  CMSG_CREATE_GM_TICKET
0x708  0x10254DF0  CMSG_CLOSE_GM_TICKET
0x709  0x1024ACC0  SMSG_CLOSE_GM_TICKET_RESULT
0x70A  0x1024AAA0  CMSG_SEND_GM_TICKET_MESSAGE
0x70B  0x1024AF30  SMSG_SEND_GM_TICKET_MESSAGE_RESULT
0x70D  0x1024CCA0  SMSG_GM_TICKET_CREATED
0x70F  0x1024CB60  CMSG_UPDATE_GM_TICKET_STATUS
0x711  0x1024CE00  CMSG_UPDATE_GM_TICKET_PRIORITY
0x713  0x1024A690  CMSG_UPDATE_GM_TICKET_TITLE
0x715  0x1024A940  CMSG_APPROVE_GM_TICKET_SUGGESTION
0x716  0x1027FA10  SMSG_APPROVE_GM_TICKET_SUGGESTION_RESULT
0x718  0x1024A7F0  SMSG_DECLINE_GM_TICKET_SUGGESTION_RESULT
0x71A  0x10254C90  CMSG_ASSIGN_GM_TICKET
0x71C  0x1024C790  CMSG_REOPEN_GM_TICKET
0x71E  0x10253B90  CMSG_REQUEST_PLAYER_INFO
0x71F  0x101E1740  SMSG_REQUEST_PLAYER_INFO_RESULT
0x720  0x102D9F20  CMSG_MARK_GM_TICKET_MESSAGE_AS_READ
0x721  0x101E2DB0  SMSG_MARK_GM_TICKET_MESSAGE_AS_READ_RESULT
0x722  0x101DD510  CMSG_CHARACTER_ACTIVATE
0x723  0x101DD3B0  CMSG_CHARACTER_DEACTIVATE
0x724  0x101DEA90  SMSG_CALLBOARD_CACHE_CONFIG_UPDATE
0x725  0x10171D90  CMSG_QUEST_CACHE_ADDON_QUERY
0x726  0x10171260  SMSG_QUEST_CACHE_ADDON_QUERY_RESPONSE
0x728  0x10170360  SMSG_PURCHASE_MYSTIC_EXTRACT_RESULT
0x729  0x10170B50  CMSG_SUBMIT_GAME_FEEDBACK
0x72A  0x10170750  SMSG_SUBMIT_GAME_FEEDBACK_RESULT
0x72B  0x10170950  SMSG_UPDATE_SPECIALIZATION_MYSTIC_ENCHANT_PRESET_ID
0x72C  0x10170F30  SMSG_UPDATE_SPECIALIZATION_EQUIPMENT_SET_ID
0x72D  0x10193A00  CMSG_SET_SPECIALIZATION_MYSTIC_ENCHANT_PRESET_ID
0x730  0x10116190  SMSG_TOGGLE_FEL_COMMUTATION_STATUS_RESULT
0x734  0x102E8D80  SMSG_SUPER_TRACKER_SET_POSITION
0x736  0x100D4440  SMSG_SPELL_FAILURE_SKILL
0x737  0x1031EB90  SMSG_INSTANCED_AREAS_LIST
0x738  0x1031EA50  CMSG_INSTANCED_AREAS_SWITCH
0x73C  0x10275310  CMSG_PLAYER_POLL_SUBMIT
0x73D  0x102752E0  SMSG_REPLICATE_CONFIG
0x73E  0x100D4030  SMSG_PACKET_BROADCAST
0x73F  0x1027FA50  SMSG_CUSTOM_ASCENSION_POINTS_UPDATE
0x740  0x10334EC0  SMSG_CUSTOM_WINDOW_SET_VISIBILITY
0x742  0x10A4FB30  SMSG_MYTHIC_PLUS_DUNGEON_STATE_CHANGED
0x743  0x10A4F2B0  SMSG_MYTHIC_PLUS_PROGRESS_UPDATE
0x746  0x102D7D90  SMSG_DISCORD_INITIALIZE
0x748  0x102D8030  SMSG_DISCORD_GUILD_INVITE
0x753  0x10225B40  SMSG_ASCENSIONGM_TICKET_HISTORY
0x754  0x10225970  SMSG_PGF_GROUP_LIST_RESPONSE
0x755  0x10225970  SMSG_PGF_APPLICANT_LIST_RESPONSE
0x756  0x10225970  SMSG_PGF_APPLICANT_DECLINE
0x757  0x10225970  SMSG_PGF_APPLICANT_APPLIED
0x758  0x10225970  SMSG_PGF_APPLICANT_REVOKED
0x759  0x10225970  SMSG_PGF_GROUP_ENLISTING_RESPONSE
0x75A  0x10225970  SMSG_PGF_GROUP_DELISTING_RESPONSE
0x75B  0x10225970  SMSG_PGF_GROUP_INVITE_APPLICANT_RESPONSE
0x75C  0x10225970  SMSG_PGF_GROUP_DECLINE_APPLICANT_RESPONSE
0x75D  0x10225970  SMSG_PGF_GROUP_APPLY_RESPONSE
0x75E  0x10190D60  SMSG_PGF_GROUP_UNAPPLY_RESPONSE
0x75F  0x10190700  SMSG_ASCENSION_PVP_REWARD_INFO_QUERY_RESPONSE
0x760  0x10190A30  SMSG_CA_AVAILABLE_CREDITS_UPDATE
0x761  0x102B8FE0  SMSG_AUTO_QUEST_UPDATE
0x762  0x102B9300  SMSG_CHAT_CHECK_ADD
0x765  0x102B9140  SMSG_BG_QUEUE_TIME_ALERT
0x766  0x102B9530  SMSG_PATCH_SPELL_VISUAL
0x767  0x100D3AA0  SMSG_PATCH_SPELL_VISUAL_KIT
0x768  0x100D3B30  SMSG_PATCH_SPELL_VISUAL_KIT_MODEL_ATTACH
0x769  0x100D3750  SMSG_PATCH_SPELL_VISUAL_EFFECT_NAME
0x76A  0x100D42F0  SMSG_PATCH_SPELL_MISSILE
0x76B  0x100D3EE0  SMSG_PATCH_SPELL_MISSILE_MOTION
0x76C  0x100D3E20  SMSG_PATCH_ITEM
0x76D  0x100D4150  SMSG_PATCH_SKILL_LINE
0x76E  0x100D40B0  SMSG_PATCH_SKILL_LINE_ABILITY
0x76F  0x100D3A00  SMSG_PATCH_SPELL_ITEM_ENCHANTMENT
0x770  0x100D39A0  SMSG_PATCH_ACHIEVEMENT
0x771  0x100D3910  SMSG_PATCH_ACHIEVEMENT_CRITERIA
0x77B  0x10259430  SMSG_PATCH_FACTION
0x77C  0x10258CC0  SMSG_PATCH_FACTION_TEMPLATE
0x77D  0x102592C0  SMSG_PATCH_HOLIDAYS
0x77E  0x10259140  SMSG_PATCH_ITEM_EXTENDED_COST
0x77F  0x10258E20  SMSG_PATCH_LFG_DUNGEONS
0x780  0x10258FB0  SMSG_PATCH_LOCK

=== establishment handlers ===
  0x587 SMSG_CHARACTER_ADVANCEMENT_LOADOUT_OWNED_PAYLOAD handler=0x102720B0
  0x58A CMSG_EXTENSION_INITIALIZED                       handler=0x101197C0
  0x65D SMSG_PATCH_CHARACTER_ADVANCEMENT                 handler=0x102A36F0
